Serial,NETWORK,Q1,Q2_ETUDESMKT,Q3,Q4_AGETRANCHE,Q5_USERPRIN,Q6,Q6_NBRSIMDJEZZY,Q6_NBRSIMOOREDOO,Q6_NBRSIMMOBILIS,Q7_PRINSIM,Q8_OFFRESIM,Q10_NPS,Q11_PROMOT,Q11_DETRACT&NEUTRAL,Q12_TESTDATA,Q12_TESTCALLCENTER,Q12_TESTSHOP,Q12_TESTRECLAM,Q12_TESTSITEWEB,Q13_SATGLOBAL,Q13_SATCOUV,Q13_SATCOUVDATA,Q13_SATPRIX&PROMO,Q13_SATPOSTPAID,Q13_SATPREPAID,Q13_SATCALLCENTER,Q13_SATSHOP,Q13_SATSITEWEB,Q13_SATRECLAM,Q13_SATPROD&SERV,Q13_SATPUB,Q14_SATCOUVALG,Q14_SATCOUVCITY,Q14_SATCOUVINDOOR,Q14_SATCOUV1STCALL,Q14_SATCOUVSONINT,Q14_SATCOUVSONNETALG,Q14_SATCOUVSONNETINTER,Q14_SATCOUVROUTE,Q15_SATCOUVDATAALG,Q15_SATCOUVDATAINDOOR,Q15_SATCOUVDATASPEEDALG,Q15_SATCOUVDATASPEEDINDOOR,Q15_SATCOUVDATACONINST,Q15_SATCOUVDATACONCONT,Q16_SATPRIX&PROMOCOMPFACILE,Q16_SATPRIX&PROMOPRONNET,Q16_SATPRIX&PROMOPROFFNET,Q16_SATPRIX&PROMOPRINTER,Q16_SATPRIX&PROMOPRROAMING,Q16_SATPRIX&PROMOPRSMS,Q16_SATPRIX&PROMOPRDATA,Q16_SATPRIX&PROMOPRPROMO,Q16_SATPRIX&PROMOAVANTPROM,Q16_SATPRIX&PROMOFREQPROMO,Q16_SATPRIX&PROMOSIMPLPROMO,Q17_SATPOSTPAIDRECEPTNOTE,Q17_SATPOSTPAIDBILLFACILE,Q17_SATPOSTPAIDBILLFORMAT,Q17_SATPOSTPAIDBILLDETAIL,Q17_SATPOSTPAIDBILLPRECISION,Q17_SATPOSTPAIDBILLMODES,Q18_SATBILLRECHARGEDISPO,Q18_SATBILLRECHARGEMULTIPLE,Q18_SATBILLPROCESSFACILE,Q18_SATBILLSOLDEPRECISION,Q19_SATCALLCENTERMENUVOCAL,Q19_SATCALLCENTERTEMPSATT,Q19_SATCALLCENTERTEMPSATTCALL,Q19_SATCALLCENTERQUALITESON,Q19_SATCALLCENTERAGAMABILITE,Q19_SATCALLCENTERAGCOMPR,Q19_SATCALLCENTERAGCONAISSPROD,Q19_SATCALLCENTERAGRESOLCAP,Q19_SATCALLCENTERPRCALL,Q20_SATSHOPPROXIMITE,Q20_SATSHOPHEURESOUV,Q20_SATSHOPDESIGN,Q20_SATSHOPDISPOPRODBROCH,Q20_SATSHOPTEMPSATTENTE,Q20_SATSHOPAGAPPARENCE,Q20_SATSHOPAGAMABILITE,Q20_SATSHOPAGCOMPREHENSION,Q20_SATSHOPAGRESOLUTION,Q20_SATSHOPAGRESOLUTIONTIME,Q21_SATSITEWEBACTUALISE,Q21_SATSITEWEBAPPARENCE,Q21_SATSITEWEBSURF,Q21_SATSITEWEBINFOUTILE,Q21_SATSITEWEBINFODETAILLE,Q22_SATRECLAMMODES,Q22_SATRECLAMSPEED,Q22_SATRECLAMRESOLUEXACT,Q22_SATRECLAMPROCESSFACILITE,Q23_SATPROD&SERVGAMMETARIF,Q23_SATPROD&SERVGAMMESERV,Q23_SATPROD&SERVMIGRATION,Q23_SATPROD&SERVVARIETEDISPOTE,Q23_SATPROD&SERVROAMING,Q24_SATPUBINFORMATIVE,Q24_SATPUBCAPTIVANTE,Q24_SATPUBCOMPREHENSION,Q24_SATPUBCONCERNE,Q24_SATPUBCREDIBLE,Q24_SATPUBFREQUENCE,Q24_SATPUBSPONSORING,Q9_ARPU,Q25_SEXE,Q26_JOBACTUEL,Q27_NIVETUDES,Q28_WILAYA,Q29_COMMUNE,Q29_1,Q30_WILAYAAPPEL
556103883,1,8,2,1 2 5,7,1,2,U,1,U,2,1,6,0,1,1,2,2,2,2,3,5,5,5,0,5,0,0,0,0,4,5,5,3,3,5,5,5,4,4,5,3,5,4,5,5,5,4,4,5,5,5,5,5,5,5,5,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,3000,2,7,4,9,293,1,0
556130280,1,8,2,1 2 3,3,1,2,U,1,U,2,1,7,0,3 5,2,2,2,2,2,3,3,0,3,0,2,0,0,0,0,2,3,3,2,4,5,3,5,6,5,0,0,0,0,0,0,3,4,2,6,6,5,6,5,3,4,5,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,6,3,5,5,3,5,3,5,800,1,6,4,10,257,1,0
556158866,1,8,2,1,6,1,2 3,U,1,1,2,39,7,0,6 31 68,2,2,2,2,2,4,4,0,5,0,5,0,0,0,0,5,4,3,5,5,5,5,5,4,4,0,0,0,0,0,0,4,5,4,5,6,5,6,4,5,4,5,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,5,6,5,5,5,5,5,5,5,600,2,1,5,7,176,1,0
556162576,1,8,2,1 2 3,4,1,2,U,1,U,2,39,7,0,3 5,2,2,2,2,2,4,5,0,4,0,3,0,0,0,0,4,4,5,5,5,5,4,5,6,5,0,0,0,0,0,0,5,3,4,6,6,5,6,4,4,5,4,0,0,0,0,0,0,5,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,5,6,5,4,4,4,5,5,4,1000,2,7,3,6,121,1,0
556208894,1,8,2,1,6,1,2 3,U,1,1,2,39,8,0,3 68,2,2,2,2,2,4,4,0,4,0,5,0,0,0,0,5,4,5,5,4,5,4,5,6,4,0,0,0,0,0,0,5,4,4,6,6,5,6,5,4,5,4,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,6,4,4,4,4,5,4,4,500,2,1,5,21,647,1,0
556217818,1,8,2,1 2 3,7,1,2,U,1,U,2,4,10,5 7 54,0,2,2,1,2,2,4,4,0,4,0,4,0,1,0,0,4,4,4,1,4,4,4,4,4,3,0,0,0,0,0,0,4,4,3,3,6,4,3,6,3,4,4,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,5,5,4,4,3,4,4,4,4,4,0,0,0,0,0,0,0,0,0,4,4,4,4,6,4,4,4,4,6,4,4,1000,1,1,4,15,398,2,16
556220115,1,8,2,1,5,1,2,U,1,U,2,3,7,0,1 18,2,2,2,2,2,5,5,0,5,0,4,0,0,0,0,4,5,3,4,4,4,4,5,5,5,0,0,0,0,0,0,3,3,4,4,6,5,5,5,4,5,5,0,0,0,0,0,0,4,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,4,6,6,1,5,4,2,3,6,4500,1,4,4,9,272,1,0
556238960,1,8,2,1 2 3,6,1,2 3,U,1,1,2,3,10,2 4 5,0,1,2,2,2,1,5,5,4,5,0,5,0,0,4,0,5,5,5,5,4,4,5,5,4,4,5,4,5,4,5,5,5,5,5,3,2,5,5,5,5,5,5,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,5,5,0,0,0,0,4,5,5,5,4,5,5,5,5,5,5,5,55555,1,2,4,16,537,1,0
556266289,1,8,2,1 2,7,1,2,U,1,U,2,2,5,0,2 35,2,1,1,2,2,5,5,0,3,0,5,5,5,0,0,4,5,5,3,5,5,5,5,5,3,0,0,0,0,0,0,4,2,1,6,1,1,2,3,3,3,5,0,0,0,0,0,0,4,5,5,4,5,2,3,5,5,5,5,5,2,4,3,5,3,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,3,4,5,5,5,4,5,5,5,5,5,5,500,2,7,4,44,1014,1,0
556270898,1,8,2,1 2 3,6,1,1 2,1,1,U,2,3,8,0,3,1,2,2,2,1,4,5,3,4,0,4,0,0,3,0,5,5,5,5,4,5,5,4,5,4,4,3,4,3,4,3,4,5,4,5,6,5,5,4,4,4,5,0,0,0,0,0,0,4,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,5,5,0,0,0,0,3,4,6,5,6,5,5,5,4,5,4,5,1500,1,4,4,15,415,1,0
556310827,1,8,2,1 2,7,1,1 2 3,1,1,1,2,39,9,6,0,1,2,2,2,2,3,5,4,3,0,5,0,0,0,0,5,4,5,3,5,3,5,4,4,4,5,5,4,4,4,4,4,3,2,3,6,4,4,3,4,3,3,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,3,3,3,3,4,4,3,4,1000,1,4,3,9,272,1,0
556317687,1,8,2,1 2,2,1,1 2,1,1,U,1,39,10,4 5,0,1,2,2,2,2,5,3,4,5,0,4,0,0,0,0,5,5,6,5,5,5,3,5,3,5,5,3,5,3,5,5,5,3,3,6,6,5,5,3,5,5,5,0,0,0,0,0,0,5,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,5,6,5,5,5,5,3,5,5,1000,1,4,3,35,914,1,0
556331139,1,8,2,1 2 4 5,3,1,1 2,1,1,U,2,39,6,0,2,2,2,2,2,2,4,5,0,4,0,4,0,0,0,0,3,4,5,4,5,5,5,5,5,5,0,0,0,0,0,0,4,5,5,6,6,5,6,5,5,4,4,0,0,0,0,0,0,5,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,6,6,4,3,4,3,4,4,6,1000,2,6,5,16,503,1,0
556331418,1,8,2,1,6,1,2,U,1,U,2,2,8,0,1,2,2,2,2,2,4,3,0,4,0,4,0,0,0,0,4,5,2,3,4,5,4,5,6,5,0,0,0,0,0,0,3,3,4,6,6,4,6,4,4,3,4,0,0,0,0,0,0,5,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,4,6,3,4,3,3,3,4,4,300,2,7,3,35,912,1,0
556334774,1,8,2,1,6,1,2,U,1,U,2,1,10,5,0,2,2,2,2,2,3,1,0,5,0,2,0,0,0,0,4,4,1,3,5,3,1,5,4,5,0,0,0,0,0,0,5,3,4,5,3,4,5,4,3,6,3,0,0,0,0,0,0,5,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,5,4,4,3,5,3,4,5,4,1000,2,7,2,27,829,1,0
556340310,1,8,2,1,6,1,2,U,1,U,2,3,6,0,1,1,2,2,2,2,4,4,4,4,0,4,0,0,0,0,4,5,5,4,4,4,5,5,5,4,5,4,5,4,5,4,4,5,5,5,5,5,5,4,4,4,4,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,4,5,5,5,5,5,4,5,4,55555,1,4,3,19,634,1,0
556341901,1,8,2,1 2 4,6,1,2 3,U,1,1,3,39,9,1,0,2,2,2,2,2,5,5,0,4,0,5,0,0,0,0,4,5,4,4,5,5,5,4,2,3,0,0,0,0,0,0,3,3,4,6,2,6,6,6,5,4,5,0,0,0,0,0,0,6,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,5,6,2,2,3,2,6,4,5,500,2,7,4,3,36,1,0
556356614,1,8,2,1,2,1,2,U,1,U,2,39,10,997,0,2,2,2,2,2,5,5,0,4,0,5,0,0,0,0,4,5,5,5,5,5,4,5,5,5,0,0,0,0,0,0,5,5,4,5,5,5,5,5,5,5,5,0,0,0,0,0,0,5,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,4,5,5,5,5,5,5,4,6,1000,2,6,5,16,487,1,0
556359142,1,8,2,1,6,1,2,U,1,U,2,3,5,0,3,2,2,2,2,2,3,4,0,5,0,5,0,0,0,0,5,3,5,2,4,5,5,3,5,5,0,0,0,0,0,0,4,4,3,4,6,6,6,5,4,4,4,0,0,0,0,0,0,3,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,4,6,4,4,4,4,4,4,4,2000,2,4,4,16,502,1,0
556379241,1,8,2,1,4,1,1 2,1,1,U,2,39,10,2 4 6,0,2,1,2,2,2,5,5,0,5,0,5,5,0,0,0,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,5,5,5,6,6,5,5,5,5,5,5,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,5,6,5,5,5,5,5,5,5,1000,2,7,2,16,542,1,0
556390587,1,8,2,1 3,6,1,2,U,2,U,2,2,9,4 5 15,0,2,2,2,2,2,5,5,0,5,0,5,0,0,0,0,4,5,4,4,5,5,5,5,4,5,0,0,0,0,0,0,4,5,5,3,3,5,4,4,4,3,4,0,0,0,0,0,0,5,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,5,4,5,3,5,3,4,2,2,400,2,7,3,6,146,1,0
556445241,1,8,2,1,4,1,1 2,1,1,U,2,39,5,0,23,1,2,2,2,2,4,5,5,4,0,5,0,0,0,0,5,4,5,4,4,5,5,5,5,4,4,4,4,4,5,5,5,5,3,3,6,4,4,5,4,3,5,0,0,0,0,0,0,5,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,4,6,5,5,5,4,4,4,5,3000,1,4,3,2,33,1,0
556452872,1,1,2,1 2,5,1,2 3,U,1,1,2,3,10,1 2 5,0,1,1,2,1,1,5,4,5,3,0,5,5,0,5,4,5,3,5,5,4,5,5,5,4,3,4,3,5,4,4,5,4,3,2,6,6,5,6,3,4,4,5,0,0,0,0,0,0,5,5,5,5,5,5,4,4,5,5,3,4,5,0,0,0,0,0,0,0,0,0,0,5,5,5,4,4,4,5,5,5,3,3,5,4,6,4,4,5,5,3,3,5,6000,2,7,3,35,903,1,0
556452931,1,8,2,1 2,8,1,2,U,1,U,2,4,10,5,0,2,2,2,2,2,4,5,0,4,0,5,0,0,0,0,2,4,4,5,5,4,4,5,5,4,0,0,0,0,0,0,4,2,2,2,6,5,5,4,3,2,2,0,0,0,0,0,0,5,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1,4,6,5,4,4,1,1,1,1,1000,1,5,3,43,1334,1,0
556473279,1,8,2,1,6,1,2 3,U,1,1,3,39,8,0,6,2,2,2,2,2,5,2,0,5,0,5,0,0,0,0,5,2,2,5,2,1,3,3,6,3,0,0,0,0,0,0,5,5,5,6,6,6,6,5,5,5,5,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,6,6,6,6,6,6,6,6,5,55555,2,7,3,44,991,1,0
556473364,1,8,2,1,7,1,2,U,1,U,2,39,9,5,0,2,2,2,2,2,4,5,0,4,0,5,0,0,0,0,3,5,4,3,3,5,4,3,6,4,0,0,0,0,0,0,5,3,4,6,6,4,3,2,4,5,3,0,0,0,0,0,0,4,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,3,6,5,4,4,4,5,3,2,1000,2,1,3,42,982,1,0
556482646,1,8,2,1 5,3,1,2,U,1,U,2,39,10,4 7,0,2,2,2,2,2,3,3,0,3,0,4,0,0,0,0,6,4,3,2,3,5,5,4,3,3,0,0,0,0,0,0,3,4,3,6,3,5,6,3,2,3,4,0,0,0,0,0,0,3,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,6,3,6,6,3,2,3,3,2,2,300,1,4,3,35,903,2,16
556485776,1,8,2,1 2 3,3,1,2,U,1,U,2,3,10,6,0,1,2,2,2,2,3,1,4,3,0,4,0,0,0,0,2,1,5,3,5,4,1,3,5,3,4,5,1,4,1,4,5,1,2,3,3,1,5,3,2,4,4,0,0,0,0,0,0,5,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,1,6,4,4,5,3,3,4,2,4000,2,6,5,16,498,1,0
556487852,1,8,2,1,3,1,2,U,1,U,2,39,5,0,8,1,2,2,2,2,4,4,4,3,0,5,0,0,0,0,4,4,4,3,4,5,5,5,6,4,4,3,4,3,4,4,5,5,5,6,6,4,5,4,4,4,4,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,4,6,4,4,4,4,4,4,4,2000,1,2,3,31,894,1,0
556495269,1,8,2,1,6,1,2 3,U,3,1,2,39,10,6,0,1,1,2,2,2,3,3,3,5,0,5,5,0,0,0,4,3,3,4,4,5,4,5,6,4,3,4,4,4,3,3,4,3,4,4,3,5,4,3,5,4,3,0,0,0,0,0,0,3,5,5,5,4,5,5,5,5,4,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,5,4,3,4,5,4,4,3,4,1000,1,4,4,16,543,1,0
556501752,1,8,2,1,4,1,2,U,1,U,2,24,10,7 10,0,1,2,2,2,2,5,3,5,5,4,0,0,0,0,0,5,5,3,3,5,5,5,5,6,5,5,5,5,5,5,5,5,5,4,6,6,5,5,5,5,4,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,6,5,5,5,5,5,4,5,1200,2,6,4,21,644,1,0
556513228,1,8,2,1,6,1,2 3,U,2,1,2,39,10,10,0,2,2,2,2,2,5,5,0,5,0,5,0,0,0,0,5,5,5,5,5,5,5,5,6,5,0,0,0,0,0,0,5,5,5,6,6,5,5,5,5,5,5,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,6,5,5,5,5,5,5,5,600,1,4,4,24,1123,1,0
556513934,1,8,2,1 4,4,1,2 3,U,1,1,2,1,7,0,2,1,2,2,2,1,4,5,3,4,0,5,0,0,3,0,4,3,4,4,4,5,5,5,6,3,3,3,3,3,3,4,4,2,2,6,6,4,3,6,3,3,5,0,0,0,0,0,0,4,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,0,0,0,0,3,4,6,6,6,3,3,4,3,4,4,4,400,1,4,4,18,1433,1,0
556523129,1,8,2,1 2,7,1,2,U,1,U,2,3,10,2 5,0,2,2,1,2,2,5,5,0,3,0,5,0,5,0,0,5,5,4,5,5,5,5,5,5,5,0,0,0,0,0,0,6,6,2,2,6,6,6,6,6,6,6,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,5,5,5,5,2,5,5,5,5,5,0,0,0,0,0,0,0,0,0,6,5,6,6,6,4,4,5,5,5,5,5,2000,1,4,2,31,877,1,0
556539420,1,8,2,1 2 3,6,1,1 2,1,1,U,1,39,10,5,0,2,1,1,2,1,4,4,0,1,0,2,3,4,5,0,4,3,3,4,5,4,3,4,4,3,0,0,0,0,0,0,3,2,2,2,3,5,4,1,3,2,3,0,0,0,0,0,0,4,4,5,5,4,3,4,4,4,4,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,4,5,5,0,0,0,0,4,4,3,3,4,5,5,5,5,5,5,4,400,2,1,4,15,387,1,0
556540183,1,8,2,1 2,7,1,1 2,1,1,U,2,39,10,5 6,0,2,2,2,2,2,5,5,0,5,0,5,0,0,0,0,5,6,5,5,5,5,5,5,5,5,0,0,0,0,0,0,3,5,5,5,6,6,6,5,3,3,5,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,6,6,6,4,6,5,6,5,5,800,1,4,3,16,503,1,0
556551128,1,8,2,1,6,1,2,U,1,U,2,39,10,5,0,2,2,2,2,2,4,5,0,3,0,4,0,0,0,0,4,3,5,5,5,3,5,5,4,5,0,0,0,0,0,0,4,3,3,6,6,3,3,4,4,3,3,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,5,6,4,4,5,4,5,4,5,2000,2,7,3,9,276,1,0
556551452,1,8,2,1 2,7,1,2 3,U,1,1,2,39,9,997,0,2,2,2,2,2,5,4,0,5,0,5,0,0,0,0,3,4,4,3,2,4,4,5,6,4,0,0,0,0,0,0,5,4,3,6,6,4,4,6,6,4,4,0,0,0,0,0,0,4,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,6,6,4,4,5,5,5,4,5,1500,2,7,3,35,901,1,0
556558637,1,8,2,1,4,1,2 3,U,1,1,3,39,6,0,8,1,2,2,2,2,4,4,3,4,0,4,0,0,0,0,5,5,5,3,5,5,5,4,5,5,5,4,4,4,5,4,5,4,4,4,6,4,5,5,5,5,5,0,0,0,0,0,0,5,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,4,6,4,4,4,4,4,3,5,1500,2,1,3,13,350,1,0
556570909,1,8,2,1 3,7,1,2,U,1,U,2,39,10,2,0,2,2,1,2,2,5,4,0,4,0,3,0,3,0,0,4,6,4,5,5,4,4,5,6,3,0,0,0,0,0,0,3,3,3,6,6,2,6,4,3,4,4,0,0,0,0,0,0,5,4,5,5,0,0,0,0,0,0,0,0,0,3,4,5,6,4,5,4,3,6,6,0,0,0,0,0,0,0,0,0,3,4,5,4,6,6,6,6,6,6,6,5,500,2,1,5,16,495,1,0
556584312,1,8,2,1 2,7,1,2,U,1,U,2,3,7,0,2,1,2,2,2,2,4,5,3,4,0,4,0,0,0,0,4,5,4,4,5,5,4,5,5,4,6,5,3,4,4,4,4,4,3,4,6,4,5,4,4,4,5,0,0,0,0,0,0,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,5,6,4,3,5,4,5,4,4,2000,2,6,5,16,535,1,0
556602772,1,1,2,2,5,1,1 2,1,1,U,2,39,6,0,31,1,2,2,2,2,4,2,2,3,0,4,0,0,0,0,3,4,5,2,3,4,4,4,4,2,2,3,2,3,4,3,4,4,2,1,1,2,1,1,3,3,3,0,0,0,0,0,0,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,2,6,3,3,3,3,1,3,3,2000,1,2,5,16,498,2,30
556606542,1,8,2,1,4,1,2,U,1,U,2,2,9,4 7,0,2,2,2,2,2,3,4,0,5,0,3,0,0,0,0,5,4,5,3,4,4,3,5,5,5,0,0,0,0,0,0,3,5,5,3,3,4,5,5,4,3,4,0,0,0,0,0,0,4,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,2,5,4,5,4,3,4,3,5,5,10000,1,4,3,16,511,1,0
556607496,1,8,2,1,3,1,2,U,1,U,2,39,10,996,0,2,2,2,2,2,4,4,0,5,0,5,0,0,0,0,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,700,2,7,4,10,257,2,35
556612063,1,8,2,1,4,1,2,U,1,U,2,1,7,0,19,2,2,2,2,2,4,4,0,2,0,4,0,0,0,0,4,4,4,4,4,4,4,4,6,4,0,0,0,0,0,0,4,5,3,6,6,4,4,4,4,5,5,0,0,0,0,0,0,5,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,6,5,5,5,5,3,4,4,5,500,1,1,3,16,499,1,0
556612421,1,8,2,1 2,6,1,2,U,1,U,2,3,10,2 5 28,0,2,2,1,1,2,5,5,0,5,0,5,0,5,0,5,5,5,5,5,5,5,5,5,6,5,0,0,0,0,0,0,5,5,5,6,6,6,6,5,5,5,5,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,5,5,5,5,5,5,6,6,6,5,5,5,5,5,5,6,4000,1,4,3,29,1239,1,0
556619850,1,8,2,1 2,4,1,2 3,U,1,1,2,1,4,0,3 5,2,2,2,2,2,2,5,0,1,0,4,0,0,0,0,5,6,5,5,5,5,5,5,6,2,0,0,0,0,0,0,2,2,2,6,6,4,4,2,3,2,4,0,0,0,0,0,0,5,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,5,6,5,3,5,4,5,4,5,400,2,1,5,16,541,1,0
556620848,1,8,2,1,7,1,2,U,2,U,2,39,10,1,0,2,2,2,2,2,5,5,0,5,0,5,0,0,0,0,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,5,5,5,5,6,5,6,6,6,6,6,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,6,6,5,5,5,5,5,5,5,5000,2,1,4,16,495,1,0
556641043,1,8,2,1,6,1,1 2,1,1,U,2,39,8,0,3,2,2,1,1,2,3,3,0,2,0,1,0,1,0,3,3,5,5,5,5,3,3,3,6,5,0,0,0,0,0,0,5,5,5,6,6,6,5,5,5,5,5,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,55555,2,7,4,16,516,1,0
556653726,1,8,2,1 2,4,1,2,U,1,U,2,39,8,0,3 35,2,2,2,2,2,4,3,0,2,0,2,0,0,0,0,4,2,4,5,5,5,4,5,5,4,0,0,0,0,0,0,4,2,1,1,4,3,4,3,5,2,3,0,0,0,0,0,0,4,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,4,5,5,3,3,3,3,3,4,4,300,2,7,4,34,1468,1,0
